year,course_code,name,teacher,faculty,term,schedule,classroom,summary_excerpt,p_key
2026,PHLS201S,ゼミナールI（社会科学の哲学／秋学期）,吉田　敬,社学,秋学期,水５時限,教室未定,社会科学の哲学とは科学哲学の一部門であり、社会科学（経済学、社会学、人類学......,1800001745012026180000174518
2026,ECNT391S,ゼミナールII（制度設計の経済学／秋学期）,笠島　洋一,社学,秋学期,金２時限,教室未定,この科目（ゼミナール）は、原則として対面により行いますが、状況により、リア......,1800001749012026180000174918
2026,ECNH301S,ゼミナールII（比較経済史研究／秋学期）,君塚　弘恭,社学,秋学期,水４時限,教室未定,2025年度の比較経済史研究ゼミII・III（秋学期）は、2023年度ゼミII・III（春......,1800001750012026180000175018
2026,PHLS311S,ゼミナールII（社会科学の哲学／秋学期）,吉田　敬,社学,秋学期,水３時限,教室未定,社会科学の哲学とは科学哲学の一部門であり、社会科学（経済学、社会学、人類学......,1800001751012026180000175118
2026,ECNT491S,ゼミナールIII（制度設計の経済学／秋学期）,笠島　洋一,社学,秋学期,金２時限,教室未定,この科目（ゼミナール）は、原則として対面により行いますが、状況により、リア......,1800001755012026180000175518
2026,ECNH491S,ゼミナールIII（比較経済史研究／秋学期）,君塚　弘恭,社学,秋学期,水４時限,教室未定,2025年度の比較経済史研究ゼミII・III（秋学期）は、2023年度ゼミII・III（春......,1800001756012026180000175618
2026,PHLS491S,ゼミナールIII（社会科学の哲学／秋学期）,吉田　敬,社学,秋学期,水３時限,教室未定,社会科学の哲学とは科学哲学の一部門であり、社会科学（経済学、社会学、人類学......,1800001757012026180000175718
2026,ACCX101L,会計学入門　Ｂ,福島　隆,社学,秋学期,金２時限,教室未定,この授業では、「会計学」について浅く広く講義する。具体的には、会社の財務......,1800001760022026180000176018
2026,LAWG351L,生命倫理と法 ２〔生命の終期に関わる諸問題〕,北尾　仁宏,社学,秋学期,火２時限,教室未定,この講義では、生命の終期を中心に、主として成人をめぐる様々な問題を、統合......,1800001770012026180000177018
2026,POLX251S,ゼミナールI（行政・地域自治研究／秋学期）,稲生　信男,社学,秋学期,水３時限,教室未定,行政の世界では、国にせよ地方にせよ技術的合理性と政治的非合理性とが交錯する......,1800001773012026180000177318
2026,PHLW281S,ゼミナールI（哲学・倫理学／秋学期）,千葉　清史,社学,秋学期,水３時限,教室未定,本ゼミナールは、２年半の課程を通じて、哲学・倫理学における古典的ならび......,1800001774012026180000177418
2026,POLX351S,ゼミナールII（行政・地域自治研究／秋学期),稲生　信男,社学,秋学期,水４時限,教室未定,行政の世界では、国にせよ地方にせよ技術的合理性と政治的非合理性とが交錯する......,1800001777012026180000177718
2026,PHLW381S,ゼミナールII（哲学・倫理学／秋学期),千葉　清史,社学,秋学期,水４時限,教室未定,本ゼミナールの目標は、哲学における古典的ならびに現代的問題とその様々な......,1800001778012026180000177818
2026,POLX451S,ゼミナールIII（行政・地域自治研究／秋学期）,稲生　信男,社学,秋学期,水４時限,教室未定,行政の世界では、国にせよ地方にせよ技術的合理性と政治的非合理性とが交錯する......,1800001781012026180000178118
2026,PHLW481S,ゼミナールIII（哲学・倫理学／秋学期）,千葉　清史,社学,秋学期,水４時限,教室未定,本ゼミナールの目標は、哲学における古典的ならびに現代的問題とその様々な......,1800001782012026180000178218
2026,POLX251L,地域自治論 ２,稲生　信男,社学,秋学期,火２時限,教室未定,近年我が国の地方自治をめぐる状況は大きく変貌を遂げている｡一連の地方分権改......,1800001784012026180000178418
2026,ECNA351L,産業組織論,土門　晃二,社学,秋学期,01:月４時限 02:水５時限,教室未定,企業が競争に勝つためには、合併やカルテル、Ｒ＆Ｄ、ブランド形成、広告など多......,1800001804012026180000180418
2026,ECNA301L,応用ミクロ経済学 ２,篠塚　友一,社学,秋学期,無フルOD,教室未定,応用ミクロ経済学としての労働経済学を講義する。 １）この科目は講義動画のオ......,1800001823012026180000182318
2026,ARSA381S,ゼミナールII（Modern Japanese Studies／秋学期),ローズ　ミーガン　キャサリン,社学,秋学期,月４時限,教室未定,This course will cover modern Japanese history from the Occupation to the ......,1800001827012026180000182718
2026,ARSA481S,ゼミナールIII（Modern Japanese Studies／秋学期）,ローズ　ミーガン　キャサリン,社学,秋学期,月４時限,教室未定,This course will cover modern Japanese history from the Occupation to the ......,1800001829012026180000182918
2026,ARSA181L,日本研究　２,呂　イェジ,社学,秋学期,木３時限,教室未定,このコースは、読解、ライティング、ディスカッションを重視したインテンシブな......,1800001831012026180000183118
2026,INTA251S,ゼミナールI（ヨーロッパ市民社会研究／秋学期）,鈴木　規子,社学,秋学期,水４時限,教室未定,欧州統合はEC/EUと加盟国からなる組織であり、そこでは「国境なきヨーロッパ......,1800001886012026180000188618
2026,INTA351S,ゼミナールII（ヨーロッパ市民社会研究／秋学期）,鈴木　規子,社学,秋学期,水３時限,教室未定,このゼミナールでは、ゼミナールⅠで学んだ国際社会学の考え方を用いて、ヨーロ......,1800001888012026180000188818
2026,INTA451S,ゼミナールIII（ヨーロッパ市民社会研究／秋学期）,鈴木　規子,社学,秋学期,水３時限,教室未定,このゼミナールでは、ゼミナールⅠで学んだ国際社会学の考え方を用いて、ヨーロ......,1800001890012026180000189018
2026,PHLT241S GSSE201S,ゼミナールI（福祉社会研究／秋学期）,寺尾　範野,社学,秋学期,火３時限,教室未定,このゼミナールでは、福祉にかかわる諸課題（格差・貧困、少子高齢化、障害、ジ......,1800001892012026180000189218
2026,PHLT341S GSSE301S,ゼミナールII（福祉社会研究／秋学期）,寺尾　範野,社学,秋学期,火４時限,教室未定,このゼミナールでは、福祉にかかわる諸課題（格差・貧困、少子高齢化、障害、ジ......,1800001894012026180000189418
2026,PHLT441S GSSE401S,ゼミナールIII（福祉社会研究／秋学期）,寺尾　範野,社学,秋学期,火４時限,教室未定,このゼミナールでは、福祉にかかわる諸課題（格差・貧困、少子高齢化、障害、ジ......,1800001896012026180000189618
2026,GSSF201S AGCE231S,ゼミナールI（農村デザイン研究／秋学期）,落合　基継,社学,秋学期,火４時限,教室未定,本ゼミは、対面での講義として実施いたします。 農村デザイン研究は，「農村地......,1800001898012026180000189818
2026,GSSF301S AGCE331S,ゼミナールII（農村デザイン研究／秋学期）,落合　基継,社学,秋学期,火５時限,教室未定,本ゼミは、対面での講義として実施いたします。 農村デザイン研究は，「農村地......,1800001900012026180000190018
2026,GSSF401S AGCE431S,ゼミナールIII（農村デザイン研究／秋学期）,落合　基継,社学,秋学期,火５時限,教室未定,本ゼミは、対面での講義として実施いたします。 農村デザイン研究は，「農村地......,1800001902012026180000190218
2026,ANTP281S,ゼミナールI（人類進化モデル／秋学期）,中橋　渉,社学,秋学期,月５時限,教室未定,人間社会について考えるために、ヒトという生き物に関係することを各自で研究す......,1800001904012026180000190418
2026,ANTP381S,ゼミナールII（人類進化モデル／秋学期）,中橋　渉,社学,秋学期,月４時限,教室未定,人間社会について考えるために、ヒトという生き物に関係することを各自で研究す......,1800001906012026180000190618
2026,ANTP481S,ゼミナールIII（人類進化モデル／秋学期）,中橋　渉,社学,秋学期,月４時限,教室未定,人間社会について考えるために、ヒトという生き物に関係することを各自で研究す......,1800001908012026180000190818
2026,POLX211S,ゼミナールI（選挙・世論研究／秋学期）,遠藤　晶久,社学,秋学期,火１時限,教室未定,政治学というと首相や政党、政治家、官僚といった政策決定にかかわるアクターに......,1800001910012026180000191018
2026,POLX311S,ゼミナールII（選挙・世論研究／秋学期）,遠藤　晶久,社学,秋学期,火２時限,教室未定,政治学というと首相や政党、政治家、官僚といった政策決定にかかわるアクターに......,1800001912012026180000191218
2026,POLX411S,ゼミナールIII（選挙・世論研究／秋学期）,遠藤　晶久,社学,秋学期,火２時限,教室未定,政治学というと首相や政党、政治家、官僚といった政策決定にかかわるアクターに......,1800001914012026180000191418
2026,ECNT221S,ゼミナールI（応用計量経済学研究／秋学期）,荒井　洋一,社学,秋学期,水４時限,教室未定,各自が興味のある現実の問題について実証分析を行えるようになるための基礎作り......,1800001916012026180000191618
2026,ECNT321S,ゼミナールII（応用計量経済学研究／秋学期）,荒井　洋一,社学,秋学期,水５時限,教室未定,ゼミナールIで学んだ計量経済学を基礎として、各自が興味のある現実の問題につ......,1800001918012026180000191818
2026,ECNT421S,ゼミナールIII（応用計量経済学研究／秋学期）,荒井　洋一,社学,秋学期,水５時限,教室未定,ゼミナールIで学んだ計量経済学を基礎として、各自が興味のある現実の問題につ......,1800001920012026180000192018
2026,INFY211S MGTX211S,ゼミナールI（情報科学／秋学期）,中島　健一,社学,秋学期,木２時限,教室未定,近年、製造現場のみならず、サービス分野においても効率的運用，ムダの排除の......,1800001922012026180000192218
2026,INFR301S MGTX361S,ゼミナールII（情報科学／秋学期）,中島　健一,社学,秋学期,木１時限,教室未定,この演習では、ゼミナールIで習得したオペレーションズマネジメント分野の理論......,1800001924012026180000192418
2026,INFR411S MANX461S,ゼミナールIII（情報科学／秋学期）,中島　健一,社学,秋学期,木１時限,教室未定,この演習では、ゼミナールIで習得したオペレーションズマネジメント分野の理論......,1800001926012026180000192618
2026,ECNT321L,応用計量経済学〔計量経済学の進んだトピック〕,荒井　洋一,社学,秋学期,水２時限,教室未定,政策評価（因果推論）の統計的方法を学習する。 政策評価とは、政府や官庁の政......,1800001930012026180000193018
2026,POLX211L,現代選挙論 ２,遠藤　晶久,社学,秋学期,水１時限,教室未定,【授業概要】 現代民主政治の主たる入力過程である選挙について、その実態と......,1800001932012026180000193218
2026,GSSF101L AGCE131L,地域計画システム論 II,落合　基継,社学,冬クォーター,01:月４時限 02:無フルOD,教室未定,本講義は「対面」と「オンデマンド視聴」を組み合わせて実施いたします。 ......,1800001936012026180000193618
2026,PHLT131L,近代経済社会思想史 ２,寺尾　範野,社学,秋学期,木２時限,教室未定,リベラリズム（自由主義）は、近現代社会における最重要の思想のひとつでありな......,1800001938012026180000193818
2026,PHLT231L,比較近代社会思想 ２,寺尾　範野,社学,秋学期,金２時限,教室未定,本科目では、いわゆる「障害者」と「健常者」の境界について、また両者が共に生......,1800001940012026180000194018
2026,ANTP181L,理論人類学 ２,中橋　渉,社学,秋学期,火３時限,教室未定,人間理解のためには、ヒトの生物学的性質を進化的観点から理論的にとらえること......,1800001943012026180000194318
2026,MANX101L,現代ビジネス論,平井　裕久,社学,秋学期,火２時限,教室未定,複雑な環境下において企業がビジネスを展開していくためには、「人」「モノ」......,1800001952012026180000195218
2026,BSPX101S,ラーニング・コミュニティ Ｚ,小山　淑子,社学,秋クォーター,水４時限,教室未定,本科目は、初年次教育の科目です。大学での学び方を学びます。大学生活をスム......,1800001962262026180000196218
2026,ENVE101L,環境科学概論,有賀　敏典,社学,秋学期,水４時限,教室未定,さまざまな環境問題について、（１）問題の原因となる社会経済的活動から、環境......,1800001964012026180000196418
2026,LAWF221S,ゼミナールI（社会保障と人権／秋学期）,棟居　徳子,社学,秋学期,火４時限,教室未定,このゼミナールでは、社会保障の基礎知識を習得するとともに、社会保障に関連......,1800001966012026180000196618
2026,LAWF321S,ゼミナールII（社会保障と人権／秋学期）,棟居　徳子,社学,秋学期,火５時限,教室未定,このゼミナールでは、社会保障に関連する研究テーマについて、主に人権保障の観......,1800001968012026180000196818
2026,LAWF421S,ゼミナールIII（社会保障と人権／秋学期）,棟居　徳子,社学,秋学期,火５時限,教室未定,このゼミナールでは、社会保障に関連する研究テーマについて、主に人権保障の観......,1800001970012026180000197018
2026,INTB231S,ゼミナールI（人間の安全保障／秋学期）,利根川　佳子,社学,秋学期,金２時限,教室未定,国連開発計画（1994）によると、人間の安全保障とは、以下の大きく二つの観点......,1800001971012026180000197118
2026,INTB331S,ゼミナールII（人間の安全保障／秋学期）,利根川　佳子,社学,秋学期,金３時限,教室未定,「人間の安全保障」という概念は、国際開発計画（UNDP）の人間開発報告書（1994......,1800001973012026180000197318
2026,INTB431S,ゼミナールIII（人間の安全保障／秋学期）,利根川　佳子,社学,秋学期,金３時限,教室未定,「人間の安全保障」という概念は、国際開発計画（UNDP）の人間開発報告書（1994......,1800001975012026180000197518
2026,LAWF311S,ゼミナールII（雇用社会の法／秋学期）,滝原　啓允,社学,秋学期,金６時限,教室未定,雇用社会をめぐる法政策はかつてないほどの目まぐるしい変化を見せている。「働......,1800001978012026180000197818
2026,LAWF411S,ゼミナールIII（雇用社会の法／秋学期）,滝原　啓允,社学,秋学期,金６時限,教室未定,雇用社会をめぐる法政策はかつてないほどの目まぐるしい変化を見せている。「働......,1800001980012026180000198018
2026,ARSG201S,ゼミナールI（スペイン語圏の社会と文化／秋学期）,寺尾　隆吉,社学,秋学期,水３時限,教室未定,スペイン語圏（スペインとラテンアメリカ）の文化や地理、社会情勢を概略しなが......,1800001981012026180000198118
2026,ARSG381S,ゼミナールII（スペイン語圏の社会と文化／秋学期）,寺尾　隆吉,社学,秋学期,水４時限,教室未定,スペイン語圏（スペインとラテンアメリカ）の社会変動と文化活動の関連について......,1800001983012026180000198318
2026,ARSG481S,ゼミナールIII（スペイン語圏の社会と文化／秋学期）,寺尾　隆吉,社学,秋学期,水４時限,教室未定,スペイン語圏（スペインとラテンアメリカ）の社会変動と文化活動の関連について......,1800001985012026180000198518
2026,LNGA381S ANTV381S SOCX381S,ゼミナールII（Research on Talk in Multilingual Society／秋学期）,西澤　弘行,社学,秋学期,水３時限,教室未定,「多言語社会の会話研究」と題した本ゼミナールは，日本をベースに，その他の国......,1800001988012026180000198818
2026,LNGA481S ANTV481S SOCX481S,ゼミナールIII（Research on Talk in Multilingual Society／秋学期）,西澤　弘行,社学,秋学期,水３時限,教室未定,「多言語社会の会話研究」と題した本ゼミナールは，日本をベースに，その他の国......,1800001990012026180000199018
2026,LITS121L,スペイン語文化圏論 ２,寺尾　隆吉,社学,秋学期,火２時限,教室未定,20世紀後半のスペイン語圏から、社会変動と密接に関連する文化・芸術現象を取り......,1800002002012026180000200218
2026,LAWF321L,社会保障の法と政策 ２,棟居　徳子,社学,秋学期,無フルOD,教室未定,社会保障に対する権利は、すべての人が享受する人権の一つである。しかし、日本......,1800002004012026180000200418
2026,INTB241L GSSE201L,国際人権論 ２,棟居　徳子,社学,秋学期,水５時限,教室未定,かつて人権は、国内法によって扱われる国内問題とみなされてきた。しかし、第2......,1800002006012026180000200618
2026,LNGA101L ANTV181L SOCX181L,英語圏の社会と文化 ２,山田　亨,社学,秋学期,水２時限,教室未定,本科目では「コメディ」に焦点を当てることで、英語圏それぞれの地域ごとの言語......,1800002009012026180000200918
2026,SOCX261L,観光学,周藤　真也,社学,秋学期,水３時限,教室未定,現代社会において旅行や観光という行為は、われわれにとって身近な活動である......,1800002021012026180000202118
2026,ECNA351L,法と経済学 I,土門　晃二,社学,秋学期,月３時限,教室未定,法律に経済的分析が有用であるものが多く存在する。法と経済学は、欧米の多くの......,1800002033012026180000203318
2026,ECNA231L,財政学,大野　裕之,社学,秋学期,月１時限,教室未定,※質問は必ず ono_at_toyo@yahoo.co.jp に送ること。早稲田大学のアドレス（～＠......,1800002034012026180000203418
2026,INTA351L INTA361L,ＥＵ地域研究 II,鈴木　規子,社学,秋学期,水２時限,教室未定,この授業では、「EU地域研究Ⅰ」を履修した学生を対象に、当該授業で得た知識を......,1800002035012026180000203518
2026,INTA351L INTA361L,ヨーロッパ市民社会論 ２,浪岡　新太郎,社学,秋学期,木４時限,教室未定,ヨーロッパ市民社会論１では主に理論について学んだので、ヨーロッパ市民社会論......,1800002036012026180000203618
2026,SOCX341S,ゼミナールII（開発・環境社会学研究／秋学期）,周藤　真也,社学,秋学期,水２時限,教室未定,【本授業は対面式をベースとして開講しますが、一部にオンライン形式を導入する......,1800002048012026180000204818
2026,SOCX441S,ゼミナールIII（開発・環境社会学研究／秋学期）,周藤　真也,社学,秋学期,水２時限,教室未定,【本授業は対面式をベースとして開講しますが、一部にオンライン形式を導入する......,1800002050012026180000205018
2026,INTB221S,ゼミナールI（平和学研究／秋学期）,斉藤　小百合,社学,秋学期,金３時限,教室未定,平和学は戦争や紛争などの「直接的暴力」だけでなく、貧困や格差、環境問題、ジ......,1800002051012026180000205118
2026,INTB321S,ゼミナールII（平和学研究／秋学期）,斉藤　小百合,社学,秋学期,金４時限,教室未定,秋学期は春学期の学びを前提として個人テーマを決定し、3年生でゼミ論（1万字......,1800002053012026180000205318
2026,INTB421S,ゼミナールIII（平和学研究／秋学期）,斉藤　小百合,社学,秋学期,金４時限,教室未定,秋学期は春学期の学びを前提として個人テーマを決定し、3年生でゼミ論（1万字......,1800002055012026180000205518
2026,GSSE201S,ゼミナールI（現代社会における基本的人権と民主主義／秋学期）,阪口　正二郎,社学,秋学期,金３時限,教室未定,憲法は、表現の自由や信教の自由などの権利を保障すると同時に、民主主義を原理......,1800002056012026180000205618
2026,GSSE301S,ゼミナールII（現代社会における基本的人権と民主主義／秋学期）,阪口　正二郎,社学,秋学期,火３時限,教室未定,憲法は、表現の自由や信教の自由などの権利を保障すると同時に、民主主義を原理......,1800002058012026180000205818
2026,GSSE401S,ゼミナールIII（現代社会における基本的人権と民主主義／秋学期）,阪口　正二郎,社学,秋学期,火３時限,教室未定,憲法は、表現の自由や信教の自由などの権利を保障すると同時に、民主主義を原理......,1800002060012026180000206018
2026,MANX211S,ゼミナールI（Organizational Behavior and Human Resource Management／秋学期）,鄭　有希,社学,秋学期,水４時限,教室未定,"This seminar will discuss issues related to ""people"" in the filed of organ......",1800002066012026180000206618
2026,MANX311S,ゼミナールII（Organizational Behavior and Human Resource Management／秋学期）,鄭　有希,社学,秋学期,水５時限,教室未定,"In seminars II and III (2025 fall semester), students will select themes o......",1800002068012026180000206818
2026,MANX411S,ゼミナールIII（Organizational Behavior and Human Resource Management／秋学期）,鄭　有希,社学,秋学期,水５時限,教室未定,"In seminars II and III (2025 fall semester), students will select themes o......",1800002070012026180000207018
2026,MANX241L CMMI271L CMMI201L,グローバルビジネス論 ２,長谷川　信次,社学,秋学期,水３時限,教室未定,従来、企業にとって外国市場といえば、国内で生産した製品を輸出し、原材料を輸......,1800002082012026180000208218
2026,INTB221L,平和学 II,本山　央子,社学,秋学期,水１時限,教室未定,力にものを言わせる大国による軍事行動が、これまでの国際平和のルールや仕組み......,1800002087012026180000208718
2026,GSSA301L,社会科学総合研究（世界遺産学）,周藤　真也／小田島　理絵／川津　彩可／佐藤　桂,社学,秋学期,木１時限,教室未定,世界の文化や歴史、宗教、自然環境などと深く結びついている世界遺産には、世界......,1800002100012026180000210018
2026,MANX241L,組織行動論,鄭　有希,社学,冬クォーター,01:水２時限 02:水３時限,教室未定,ミクロ（個人）レベルの視点から企業の「人」に関する課題を考察する 「組織行......,1800002113012026180000211318
2026,GSSD301L,社会科学総合研究（ユーラシア共同体と東アジア）,弦間　正彦／李　愛俐娥,社学,秋学期,月３時限,教室未定,本講座では、ユーラシア大陸に存在する様々な国・地域・共同体の経済・政治・文......,1800002132012026180000213218
2026,AGCS101L,農とSDGs（研究と実践のために） Ｂ,早田　宰／落合　基継／加藤　基樹,社学,秋クォーター,01:月４時限 02:無フルOD,教室未定,本講座は、JA共済連（正式名所：全国共済農業協同組合連合会）の提携講座で、オ......,1800002134022026180000213418
2026,LAWA121L,行政法 ２,中山　敬太,社学,秋学期,火１時限,教室未定,日本には多くの法律があるが、その大半は「行政法」に位置づけられる。社会の不......,1800002143012026180000214318
2026,GSSC101L INTB131L INTB161L,ディーセント・ワーク １,小山　淑子,社学,冬クォーター,01:水４時限 02:水５時限,教室未定,本授業は、「ディーセント・ワーク（働きがいのある人間らしい仕事）」という......,1800002150012026180000215018
2026,INTB231S INTA221S,"ゼミナールI（Violence, Conflict and Development／秋学期）",小山　淑子,社学,秋学期,火３時限,教室未定,"This seminarintroduces students to key debates on violence, conflict, and ......",1800002151012026180000215118
2026,INTB331S INTA321S,"ゼミナールII（Violence, Conflict and Development／秋学期）",小山　淑子,社学,秋学期,火４時限,教室未定,This seminar provides an intensive researchenvironment for students contin......,1800002153012026180000215318
2026,INTB431S INTA421S,"ゼミナールIII（Violence, Conflict and Development／秋学期）",小山　淑子,社学,秋学期,火４時限,教室未定,This seminar provides an intensive researchenvironment for students contin......,1800002155012026180000215518
2026,HISA221S HISA231S,ゼミナールI（日本文化史／秋学期）,黒田　智,社学,秋学期,水２時限,教室未定,歴史学は、史料学の時代を迎えている。近年の歴史学は、古文書・古記録のみな......,1800002156012026180000215618
2026,HISA321S HISA331S ARTH311S,ゼミナールII（日本文化史／秋学期）,黒田　智,社学,秋学期,水３時限,教室未定,農業革命と近代化をへて、自然はわたしたち人間から切り離され、他者性を帯び......,1800002158012026180000215818
2026,HISA421S HISA431S ARTH411S,ゼミナールIII（日本文化史／秋学期）,黒田　智,社学,秋学期,水３時限,教室未定,農業革命と近代化をへて、自然はわたしたち人間から切り離され、他者性を帯び......,1800002160012026180000216018
2026,MANX241S GSSC201S GSSD201S,ゼミナールI（Global Business and Organizational Leadership／秋学期）,好川　透,社学,秋学期,火４時限,教室未定,This seminar course aims to make students aware of the key issues that are......,1800002161012026180000216118
2026,MANX341S GSSC301S GSSD301S,ゼミナールII（Global Business and Organizational Leadership／秋学期）,好川　透,社学,秋学期,火５時限,教室未定,Students will conduct their research either as a group member or individua......,1800002163012026180000216318
2026,MANX441S GSSC401S GSSD401S,ゼミナールIII（Global Business and Organizational Leadership／秋学期）,好川　透,社学,秋学期,火５時限,教室未定,Students will conduct their research either as a group member or individua......,1800002165012026180000216518
2026,MANX281L GSSC201L GSSD201L,組織イノベーション ２,好川　透,社学,秋学期,火３時限,教室未定,本講義では経営学（特に経営戦略論、組織論）、社会学、政治学など、複数の社会......,1800002170012026180000217018
2026,GDRX201L SOCX231L GSSA211L,ジェンダーの社会学 ２,釜野　さおり,社学,秋学期,月４時限,教室未定,「ジェンダー」も、「セクシュアリティ」も、それぞれ個別に探究されるべきテー......,1800002185012026180000218518
2026,GDRX201S SOCX281S GSSA211S,"ゼミナールI（Gender, Sexuality and Society／秋学期）",釜野　さおり,社学,秋学期,水２時限,教室未定,The academic field of gender and sexuality provides both substantive areas......,1800002188012026180000218818
2026,GDRX301S SOCX381S GSSA311S,"ゼミナールII（Gender, Sexuality and Society／秋学期）",釜野　さおり,社学,秋学期,水４時限,教室未定,The main research topics in this seminar are gender and sexuality. We expl......,1800002190012026180000219018
2026,GDRX401S SOCX481S GSSA411S,"ゼミナールIII（Gender, Sexuality and Society／秋学期）",釜野　さおり,社学,秋学期,水４時限,教室未定,The main research topics in this seminar are gender and sexuality. We expl......,1800002192012026180000219218
2026,CMFE101L,フランス語文化圏論 ２,朝倉　三枝,社学,秋学期,火３時限,教室未定,近現代におけるフランス語圏の文化を「ファッションとアート」という観点から学......,1800002194012026180000219418
2026,CMFE201S,ゼミナールI（服飾文化史／秋学期）,朝倉　三枝,社学,秋学期,水４時限,教室未定,ファッションは、「時代を写す鏡」ともいわれるように、政治・経済をはじめとす......,1800002195012026180000219518
2026,CMFE301S,ゼミナールII（服飾文化史／秋学期）,朝倉　三枝,社学,秋学期,水３時限,教室未定,フッションは、「時代を写す鏡」ともいわれるように、政治・経済をはじめとする......,1800002197012026180000219718
2026,CMFE401S,ゼミナールIII（服飾文化史／秋学期）,朝倉　三枝,社学,秋学期,水３時限,教室未定,フッションは、「時代を写す鏡」ともいわれるように、政治・経済をはじめとする......,1800002199012026180000219918
2026,MANX211S,ゼミナールI（経営組織研究／秋学期）,小阪　玄次郎,社学,秋学期,月３時限,教室未定,このゼミナールでは、経営組織論、および関連する経営学諸分野で考えられてきた......,1800002200012026180000220018
2026,MANX311S,ゼミナールII（経営組織研究／秋学期）,小阪　玄次郎,社学,秋学期,月４時限,教室未定,ゼミナールⅡ・Ⅲでは、経営組織論あるいは関連する経営学諸分野の理論を用いた実......,1800002202012026180000220218
2026,MANX411S,ゼミナールIII（経営組織研究／秋学期）,小阪　玄次郎,社学,秋学期,月４時限,教室未定,ゼミナールⅡ・Ⅲでは、経営組織論あるいは関連する経営学諸分野の理論を用いた実......,1800002204012026180000220418
2026,GSSH201S ADEX251S,ゼミナールI（都市・地域デザイン研究／秋学期）,益子　智之,社学,秋学期,火５時限,教室未定,20世紀末以降、我が国は人口減少、少子高齢化、経済低成長などの問題に直面し......,1800002205012026180000220518
2026,ADEX351S ADEX341S GSSF301S,ゼミナールII（都市・地域デザイン研究／秋学期）,益子　智之,社学,秋学期,火４時限,教室未定,20世紀末以降、我が国は人口減少、少子高齢化、経済低成長などの問題に直面し......,1800002207012026180000220718
2026,ADEX451S ADEX441S GSSF401S,ゼミナールIII（都市・地域デザイン研究／秋学期）,益子　智之,社学,秋学期,火４時限,教室未定,20世紀末以降、我が国は人口減少、少子高齢化、経済低成長などの問題に直面し......,1800002209012026180000220918
2026,ADEX251L GSSH201L SSSX211L,都市復興デザイン論,益子　智之,社学,秋クォーター,01:月１時限 02:月２時限,教室未定,私たちが住まい、働き、交流する都市・地域は、常に危機の中にある。自然災害......,1800002210012026180000221018
2026,ADEX351L ARSH301L ADEX341L,イタリアの都市づくり,益子　智之,社学,冬クォーター,01:月１時限 02:月２時限,教室未定,我が国は、20世紀末のバブル経済崩壊以後、経済の低成長を経験し、少子高齢化......,1800002211012026180000221118
2026,GSSA201P,社会デザインの思考と技法 １〔他者と関わりを持つということ〕,佐藤　洋一／落合　基継／周藤　真也／早田　宰／益子　智之／小林　七緒／清水　健太,社学,秋クォーター,01:火２時限 02:火３時限,教室未定,他者とどう関わるのか。この問いは日常的なものですが、 我々が色々な場所に赴......,1800002212012026180000221218
2026,GSSA211P,社会デザインの思考と技法 ２〔フィールドでの技術〕,佐藤　洋一／落合　基継／早田　宰／益子　智之／小林　七緒／清水　健太,社学,冬クォーター,01:火２時限 02:火３時限,教室未定,本授業は、「社デザ1」で培った身近な他者へのまなざしを、地域社会に存在する......,1800002213012026180000221318
2026,SOCX111L,社会学原論 １〔歴史と理論〕,吉田　耕平,社学,秋学期,金２時限,教室未定,社会を読み解く学問としての社会学の基本的な見方や考え方を講義する。 現代社......,1800002214012026180000221418
2026,ARSH181L,ドイツ語・地域研究 １Ａ,関口　浩,社学,秋学期,金１時限,教室未定,近代西欧において最も重要な社会科学者のひとり、マックス・ヴェーバー（1864-1......,1800002218012026180000221818
2026,ARSH181L,ドイツ語・地域研究 １Ｂ,関口　浩,社学,秋学期,金２時限,教室未定,近代西欧において最も重要な社会科学者のひとり、マックス・ヴェーバー（1864-1......,1800002218022026180000221818
2026,ARSH181L,ドイツ語・地域研究 ２Ａ,町田　輝雄,社学,秋学期,木４時限,教室未定,ドイツにおける「ロックミュージック」のパイオニアであり、今なお精力的に活動......,1800002219012026180000221918
2026,ARSH181L,ドイツ語・地域研究 ２Ｂ,千葉　清史,社学,秋学期,水２時限,教室未定,春学期授業に引き続き、まずは12月の独検3級合格を目指して、対策を行なって......,1800002219022026180000221918
2026,ARSH281S,ドイツ語・地域研究演習 ２,秋元　康隆,社学,秋学期,金４時限,教室未定,目的は倫理学に触れることにあり、カントのテキストを読むのは、あくまでそのた......,1800002221012026180000222118
2026,ARSG181L,スペイン語・地域研究 １,ヒガ　マルセーロ　グスターボ,社学,秋学期,火３時限,教室未定,El objetivo de este curso será introducir diferentes aspectos de la histor......,1800002226012026180000222618
2026,ARSG181L,スペイン語・地域研究 ２,網野　徹哉,社学,秋学期,金４時限,教室未定,2025年度は、世界文学を代表する作家ガブリエル・ガルシア・マルケスのエッセイ......,1800002227012026180000222718
2026,ARSH281L,スペイン語・地域研究 ４,寺尾　隆吉,社学,秋学期,火１時限,教室未定,スペイン語圏の著名人（芸術家、作家、政治家、ミュージシャンなど）へのインタ......,1800002229012026180000222918
2026,ARSG281S,スペイン語・地域研究演習 ２,寺尾　隆吉,社学,秋学期,水２時限,教室未定,現代ラテンアメリカを代表する作家の文章を読み、スペイン語の読解力を高める。......,1800002231012026180000223118
